tweet_id,tweet_created_at,tweet_text,display_text_range,source,truncated,retweeted_status_created_at,retweeted_status_id,retweeted_user_id,retweeted_user_screen_name,in_reply_to_status_id,geo,coordinates,place,is_quote_status,hashtags,user_mentions,urls,media,possibly_sensitive,lang,user_id,user_name,user_screen_name,user_location,user_url,user_description,user_verified,user_followers_count,user_friends_count,user_statuses_count,user_favourites_count,user_created_at,user_profile_image_url,user_profile_banner_url,user_lang,filter_level
1355305388275605506,Sat Jan 30 00:02:39 +0000 2021,"RT @perry_ohad: הטרלול שובר שיאים מסיבה אחת: 

הם בפאניקה!

ישראל נמצאת בסגר הארוך והקשה ביותר במערב, מה שכמובן הביא להתפרצות החמורה ביותר.…",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,Fri Jan 29 19:45:35 +0000 2021,1355240696538660872,1306690515803541505,perry_ohad,,,,,FALSE,,perry_ohad,,,FALSE,iw,899930668590870528,אלי סלמי,elieden0,ישראל,,לא ימין לא שמאל .  רק ישר  . אין לי ארץ אחרת .    מתעב שחיתות . אומר את מה שאני חושב .,FALSE,326,859,11109,29441,Tue Aug 22 09:46:06 +0000 2017,http://pbs.twimg.com/profile_images/1246724526173491200/lgaj6WUJ_normal.jpg,https://pbs.twimg.com/profile_banners/899930668590870528/1600792320,,low
1355399562253520901,Sat Jan 30 06:16:52 +0000 2021,"RT @perry_ohad: הטרלול שובר שיאים מסיבה אחת: 

הם בפאניקה!

ישראל נמצאת בסגר הארוך והקשה ביותר במערב, מה שכמובן הביא להתפרצות החמורה ביותר.…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Fri Jan 29 19:45:35 +0000 2021,1355240696538660872,1306690515803541505,perry_ohad,,,,,FALSE,,perry_ohad,,,FALSE,iw,1110169393357570050,oritc2,oritc22,,,‏‏‏‏‏‏‏‏רגישה לסביבה. אין חירות בלי שיוויון זכויות. חובת המדינה לספק חמשת הממים (ז'בוטינסקי),FALSE,413,1101,9735,15669,Mon Mar 25 13:19:44 +0000 2019,http://pbs.twimg.com/profile_images/1189556355658604544/9LBfn4nc_normal.jpg,,,low
1355471300668616704,Sat Jan 30 11:01:56 +0000 2021,"RT @perry_ohad: הטרלול שובר שיאים מסיבה אחת: 

הם בפאניקה!

ישראל נמצאת בסגר הארוך והקשה ביותר במערב, מה שכמובן הביא להתפרצות החמורה ביותר.…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Fri Jan 29 19:45:35 +0000 2021,1355240696538660872,1306690515803541505,perry_ohad,,,,,FALSE,,perry_ohad,,,FALSE,iw,1238856333945864194,baribeer,baric2000,,,מחפש היגיון. מוצא בעיקר שיגעון.,FALSE,177,482,1936,15649,Sat Mar 14 15:55:54 +0000 2020,http://pbs.twimg.com/profile_images/1338370064618283008/HuZwNaFU_normal.jpg,https://pbs.twimg.com/profile_banners/1238856333945864194/1584739160,,low
1355613385468030979,Sat Jan 30 20:26:31 +0000 2021,"RT @perry_ohad: הטרלול שובר שיאים מסיבה אחת: 

הם בפאניקה!

ישראל נמצאת בסגר הארוך והקשה ביותר במערב, מה שכמובן הביא להתפרצות החמורה ביותר.…",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,Fri Jan 29 19:45:35 +0000 2021,1355240696538660872,1306690515803541505,perry_ohad,,,,,FALSE,,perry_ohad,,,FALSE,iw,734179069189881858,Tomer Cooks,TomerCooks,Israel,,,FALSE,218,178,1715,34887,Sun May 22 00:28:25 +0000 2016,http://pbs.twimg.com/profile_images/1233119575035777026/NDgXrUPN_normal.jpg,,,low
1355631896290590722,Sat Jan 30 21:40:05 +0000 2021,"RT @LassYoram: לכל המלעיזים. היכן הייתם בשנת 2015, כאשר התמותה היתה 0.52% מכלל האוכלוסיה, והתמותה העודפת היתה כ- 2000 בני אדם? 
(דומה לשנת…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Sat Jan 30 20:00:46 +0000 2021,1355606902231724032,1273276672570253313,LassYoram,,,,,FALSE,,LassYoram,,,FALSE,iw,49014545,Avichai Green,Avichai148,,,,FALSE,222,282,7025,9784,Sat Jun 20 14:11:20 +0000 2009,http://pbs.twimg.com/profile_images/1284116858392711173/MUloxeWU_normal.jpg,https://pbs.twimg.com/profile_banners/49014545/1596717243,,low
1354574764694769666,Wed Jan 27 23:39:25 +0000 2021,"RT @Lewafcb1: סליחה מראש נדב, האם הכוונה שהממשלה תרכוש לציבור מסיכות N95  לפנים או מסיכות אנאליות או גם וגם? ושוב סליחה https://t.co/NKwUGj…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Wed Jan 27 18:14:41 +0000 2021,1354493043609640964,1292391466917138432,Lewafcb1,,,,,FALSE,,Lewafcb1,,,FALSE,iw,49014545,Avichai Green,Avichai148,,,,FALSE,212,272,6423,8877,Sat Jun 20 14:11:20 +0000 2009,http://pbs.twimg.com/profile_images/1284116858392711173/MUloxeWU_normal.jpg,https://pbs.twimg.com/profile_banners/49014545/1596717243,,low
1354663590670831618,Thu Jan 28 05:32:23 +0000 2021,"RT @UdiQimron: בעבר תמכתי במסיכות. טעיתי.

המחקר הדני התפרסם בכתב עת יוקרתי - המקיף מסוגו לגבי סארס2.

הפרסומות המקומיות על הגנת מסיכה (85%…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Nov 19 09:08:32 +0000 2020,1329350838654001157,1229368930424250371,UdiQimron,,,,,TRUE,,UdiQimron,,,FALSE,iw,1169304869624274944,yair💛💙,yair72289588,"בלומפילד, תל אביב יפו.",,‏*עשור הטוב ביותר* יש רק במכבי.,FALSE,187,208,11863,24991,Wed Sep 04 17:43:31 +0000 2019,http://pbs.twimg.com/profile_images/1326879900339417089/3UpPp-bz_normal.jpg,https://pbs.twimg.com/profile_banners/1169304869624274944/1598489105,,low
1354663629237473281,Thu Jan 28 05:32:32 +0000 2021,"RT @UdiQimron: בעבר תמכתי במסיכות. טעיתי.

המחקר הדני התפרסם בכתב עת יוקרתי - המקיף מסוגו לגבי סארס2.

הפרסומות המקומיות על הגנת מסיכה (85%…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Nov 19 09:08:32 +0000 2020,1329350838654001157,1229368930424250371,UdiQimron,,,,,TRUE,,UdiQimron,,,FALSE,iw,1169304869624274944,yair💛💙,yair72289588,"בלומפילד, תל אביב יפו.",,‏*עשור הטוב ביותר* יש רק במכבי.,FALSE,187,208,11863,24991,Wed Sep 04 17:43:31 +0000 2019,http://pbs.twimg.com/profile_images/1326879900339417089/3UpPp-bz_normal.jpg,https://pbs.twimg.com/profile_banners/1169304869624274944/1598489105,,low
1354778926124564480,Thu Jan 28 13:10:41 +0000 2021,"RT @israeli_falcon: 〽️החיסיון על פרוטוקולים של וועדת הקורונה ל-30 שנה הוא למעשה אמירה של נתניהו כדלקמן:

""רק אחרי מותי בשיבה טובה אחרי גיל…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Jan 28 13:10:01 +0000 2021,1354778761271648256,900239881699569664,israeli_falcon,,,,,FALSE,,israeli_falcon,,,FALSE,iw,1148461260515741696,🇮🇱 Daniel ginat דניאל גינת 🇮🇱,DanielGinat,,,https://www.facebook.com/Danielginat2,FALSE,5333,399,23067,17798,Tue Jul 09 05:17:56 +0000 2019,http://pbs.twimg.com/profile_images/1333025396816752640/0TGK_QDG_normal.jpg,https://pbs.twimg.com/profile_banners/1148461260515741696/1580621514,,low
1354810002020519937,Thu Jan 28 15:14:10 +0000 2021,"RT @israeli_falcon: 〽️החיסיון על פרוטוקולים של וועדת הקורונה ל-30 שנה הוא למעשה אמירה של נתניהו כדלקמן:

""רק אחרי מותי בשיבה טובה אחרי גיל…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Jan 28 13:10:01 +0000 2021,1354778761271648256,900239881699569664,israeli_falcon,,,,,FALSE,,israeli_falcon,,,FALSE,iw,49014545,Avichai Green,Avichai148,,,,FALSE,214,273,6495,8989,Sat Jun 20 14:11:20 +0000 2009,http://pbs.twimg.com/profile_images/1284116858392711173/MUloxeWU_normal.jpg,https://pbs.twimg.com/profile_banners/49014545/1596717243,,low
1354821857229213698,Thu Jan 28 16:01:16 +0000 2021,"RT @israeli_falcon: 〽️החיסיון על פרוטוקולים של וועדת הקורונה ל-30 שנה הוא למעשה אמירה של נתניהו כדלקמן:

""רק אחרי מותי בשיבה טובה אחרי גיל…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Jan 28 13:10:01 +0000 2021,1354778761271648256,900239881699569664,israeli_falcon,,,,,FALSE,,israeli_falcon,,,FALSE,iw,1169304869624274944,yair💛💙,yair72289588,"בלומפילד, תל אביב יפו.",,‏*עשור הטוב ביותר* יש רק במכבי.,FALSE,188,204,11900,25045,Wed Sep 04 17:43:31 +0000 2019,http://pbs.twimg.com/profile_images/1326879900339417089/3UpPp-bz_normal.jpg,https://pbs.twimg.com/profile_banners/1169304869624274944/1598489105,,low
1354836698195251207,Thu Jan 28 17:00:15 +0000 2021,"RT @israeli_falcon: 〽️החיסיון על פרוטוקולים של וועדת הקורונה ל-30 שנה הוא למעשה אמירה של נתניהו כדלקמן:

""רק אחרי מותי בשיבה טובה אחרי גיל…",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,Thu Jan 28 13:10:01 +0000 2021,1354778761271648256,900239881699569664,israeli_falcon,,,,,FALSE,,israeli_falcon,,,FALSE,iw,18113993,Efrat Fenigson,efenigson,Tel Aviv,https://linktr.ee/efenigson,"VP Marketing @mindspaceME. Co-founder of @GCMO3, Co-host of Market Shift (@ShiftMarket) videocast. Personal branding expert. Feminist, activist. #לך",FALSE,6137,298,8034,12914,Sun Dec 14 08:43:08 +0000 2008,http://pbs.twimg.com/profile_images/1334902334527320067/pPr4OYmu_normal.jpg,https://pbs.twimg.com/profile_banners/18113993/1577744526,,low
1354854121808031747,Thu Jan 28 18:09:29 +0000 2021,"RT @israeli_falcon: 〽️החיסיון על פרוטוקולים של וועדת הקורונה ל-30 שנה הוא למעשה אמירה של נתניהו כדלקמן:

""רק אחרי מותי בשיבה טובה אחרי גיל…",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FALSE,Thu Jan 28 13:10:01 +0000 2021,1354778761271648256,900239881699569664,israeli_falcon,,,,,FALSE,,israeli_falcon,,,FALSE,iw,453825238,𝕯𝖎𝖕𝖕𝕴𝖓_𝕭𝖑𝖆𝖈𝖐,DippIn_Black,Transylvania,https://youtu.be/TnV7qY1jAgU,"‏‏‏חיה בעלטה, דוברת עורבית, רוכבת על מטאטא לא חשמלי, מתבוננת",FALSE,3043,566,23671,193981,Tue Jan 03 09:53:03 +0000 2012,http://pbs.twimg.com/profile_images/1013121323382595585/HTVV1jc1_normal.jpg,https://pbs.twimg.com/profile_banners/453825238/1419704912,,low
1354891772778999808,Thu Jan 28 20:39:05 +0000 2021,"RT @b55300429: עמוד ראשי באתר חדשות. ישראלי ממוצע גולל וקורא שמתכננים לקחת לו את פורים, הוא יידרש לעטות שתי (!) מסיכות, ושהחיסון שעד לפני ש…",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,Thu Jan 28 19:03:26 +0000 2021,1354867697692110851,1308007076833177602,b55300429,,,,,FALSE,,b55300429,,,FALSE,iw,18113993,Efrat Fenigson,efenigson,Tel Aviv,https://linktr.ee/efenigson,"VP Marketing @mindspaceME. Co-founder of @GCMO3, Co-host of Market Shift (@ShiftMarket) videocast. Personal branding expert. Feminist, activist. #לך",FALSE,6137,298,8042,12955,Sun Dec 14 08:43:08 +0000 2008,http://pbs.twimg.com/profile_images/1334902334527320067/pPr4OYmu_normal.jpg,https://pbs.twimg.com/profile_banners/18113993/1577744526,,low
1355082508388413442,Fri Jan 29 09:17:00 +0000 2021,"RT @b55300429: עמוד ראשי באתר חדשות. ישראלי ממוצע גולל וקורא שמתכננים לקחת לו את פורים, הוא יידרש לעטות שתי (!) מסיכות, ושהחיסון שעד לפני ש…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Jan 28 19:03:26 +0000 2021,1354867697692110851,1308007076833177602,b55300429,,,,,FALSE,,b55300429,,,FALSE,iw,823597203163910146,Esnet,esnet120,"ק""ק טוויטער",,‏‏‏‏‏‏מוכחשת,FALSE,6423,1509,125469,374510,Mon Jan 23 18:24:09 +0000 2017,http://pbs.twimg.com/profile_images/1203789397671456768/o_9AHgMz_normal.jpg,https://pbs.twimg.com/profile_banners/823597203163910146/1533285291,,low
1355082765453185026,Fri Jan 29 09:18:02 +0000 2021,"RT @b55300429: עמוד ראשי באתר חדשות. ישראלי ממוצע גולל וקורא שמתכננים לקחת לו את פורים, הוא יידרש לעטות שתי (!) מסיכות, ושהחיסון שעד לפני ש…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Jan 28 19:03:26 +0000 2021,1354867697692110851,1308007076833177602,b55300429,,,,,FALSE,,b55300429,,,FALSE,iw,1148461260515741696,🇮🇱 Daniel ginat דניאל גינת 🇮🇱,DanielGinat,,,https://www.facebook.com/Danielginat2,FALSE,5319,392,23215,17904,Tue Jul 09 05:17:56 +0000 2019,http://pbs.twimg.com/profile_images/1333025396816752640/0TGK_QDG_normal.jpg,https://pbs.twimg.com/profile_banners/1148461260515741696/1580621514,,low
1355087241132044288,Fri Jan 29 09:35:49 +0000 2021,"RT @israeli_falcon: 〽️החיסיון על פרוטוקולים של וועדת הקורונה ל-30 שנה הוא למעשה אמירה של נתניהו כדלקמן:

""רק אחרי מותי בשיבה טובה אחרי גיל…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Jan 28 13:10:01 +0000 2021,1354778761271648256,900239881699569664,israeli_falcon,,,,,FALSE,,israeli_falcon,,,FALSE,iw,741706502797426688,Moti Harary,MotiHarary,ישראל,,"‏מהנדס מחשבים, גימלאי, רץ מרתון, סבא ל 4 נכדות ו- 2נכדים",FALSE,396,389,29438,144231,Sat Jun 11 18:59:45 +0000 2016,http://pbs.twimg.com/profile_images/772289851207012353/xaTQFnld_normal.jpg,https://pbs.twimg.com/profile_banners/741706502797426688/1595862623,,low
1355096200639344643,Fri Jan 29 10:11:25 +0000 2021,"RT @israeli_falcon: 〽️החיסיון על פרוטוקולים של וועדת הקורונה ל-30 שנה הוא למעשה אמירה של נתניהו כדלקמן:

""רק אחרי מותי בשיבה טובה אחרי גיל…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Thu Jan 28 13:10:01 +0000 2021,1354778761271648256,900239881699569664,israeli_falcon,,,,,FALSE,,israeli_falcon,,,FALSE,iw,2981992586,Elad Boneh,BonehElad,,,"‏‏‏‏'יש לי תשובה חקוקה בסלע. אני הייתי מאלה שיזמו ודחפו את החוק לבחירה ישירה, וביקשתי להכניס סעיף שראש ממשלה לא יוכל לכהן יותר משתי קדנציות. תעשה את הדברים ולך.",FALSE,1152,850,18737,29005,Wed Jan 14 07:37:51 +0000 2015,http://pbs.twimg.com/profile_images/1243266844330463233/BkV18lcq_normal.jpg,https://pbs.twimg.com/profile_banners/2981992586/1587679928,,low
1355210504172687361,Fri Jan 29 17:45:37 +0000 2021,"RT @GrimBeholder: אפילו היועצים ההיסטריים של ממשלת אירלנד דוחים מכל וכל את הרעיון ההזוי של ""אפס קורונה"".

אחרי שגם בניו-זילנד הודו שזה לא י…",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,Fri Jan 29 17:34:44 +0000 2021,1355207766860853252,1114187505530802176,GrimBeholder,,,,,TRUE,,GrimBeholder,,,FALSE,iw,1056858844310237185,🇮🇱🇮🇹RealFakeYoelManor,FakeYoel,Israel,,זה החשבון הלא תקין פוליטית של יואל מנור המזוייף תלונות יש להפנות ליואל מנור האמיתי. אתאיסט יהודי אדוק שלא מתגעגע לגבולות 67 No More Oslo No More Bloodshed,FALSE,2093,3223,63461,57129,Mon Oct 29 10:42:38 +0000 2018,http://pbs.twimg.com/profile_images/1113530424314224642/Ry_8oGlQ_normal.jpg,https://pbs.twimg.com/profile_banners/1056858844310237185/1601496706,,low
1355241647550959616,Fri Jan 29 19:49:22 +0000 2021,"RT @perry_ohad: הטרלול שובר שיאים מסיבה אחת: 

הם בפאניקה!

ישראל נמצאת בסגר הארוך והקשה ביותר במערב, מה שכמובן הביא להתפרצות החמורה ביותר.…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Fri Jan 29 19:45:35 +0000 2021,1355240696538660872,1306690515803541505,perry_ohad,,,,,FALSE,,perry_ohad,,,FALSE,iw,1096691793561862144,Billy Brown,BillyBrownRBDT,"Grünwald, Deutschland",,,FALSE,267,341,6946,15152,Sat Feb 16 08:44:33 +0000 2019,http://pbs.twimg.com/profile_images/1332479652338790400/N3iwohfn_normal.jpg,https://pbs.twimg.com/profile_banners/1096691793561862144/1605288891,,low
1355242834882949126,Fri Jan 29 19:54:05 +0000 2021,"RT @perry_ohad: הטרלול שובר שיאים מסיבה אחת: 

הם בפאניקה!

ישראל נמצאת בסגר הארוך והקשה ביותר במערב, מה שכמובן הביא להתפרצות החמורה ביותר.…",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,Fri Jan 29 19:45:35 +0000 2021,1355240696538660872,1306690515803541505,perry_ohad,,,,,FALSE,,perry_ohad,,,FALSE,iw,49014545,Avichai Green,Avichai148,,,,FALSE,216,277,6733,9320,Sat Jun 20 14:11:20 +0000 2009,http://pbs.twimg.com/profile_images/1284116858392711173/MUloxeWU_normal.jpg,https://pbs.twimg.com/profile_banners/49014545/1596717243,,low
1355249130818441216,Fri Jan 29 20:19:06 +0000 2021,"RT @perry_ohad: הטרלול שובר שיאים מסיבה אחת: 

הם בפאניקה!

ישראל נמצאת בסגר הארוך והקשה ביותר במערב, מה שכמובן הביא להתפרצות החמורה ביותר.…",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,Fri Jan 29 19:45:35 +0000 2021,1355240696538660872,1306690515803541505,perry_ohad,,,,,FALSE,,perry_ohad,,,FALSE,iw,457418990,Roi,RoiLeshem,,,"captain 737,777,787 EL AL.",FALSE,157,242,3652,25572,Sat Jan 07 11:35:55 +0000 2012,http://pbs.twimg.com/profile_images/1317971798508658694/UQm1XecJ_normal.jpg,https://pbs.twimg.com/profile_banners/457418990/1601377542,,low
